,Job title,Type of position,Job Location,Job description,Working type,Contact,Achievements,Base salary,Equity
161,"Senior Accounting Manager, Investments & Digital Assets",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500800002,Others,talentre,Null,Not Posted,Not Posted
162,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
163,"Senior Software Engineer, Europe",Full-time,London - will also consider remote in UK,https://boards.greenhouse.io/circle/jobs/6208606002,Engineering,talentre,Null,Not Posted,Not Posted
164,Software Engineer - Systems,Full-time,"Zurich, CH",https://boards.greenhouse.io/dfinity/jobs/4408981002,Engineering,talentre,Null,Not Posted,Not Posted
165,"Software Engineer, Backend (Remote)",Full-time,San Francisco Bay Area,https://jobs.lever.co/Kyro/2f6dcda3-9706-4135-8cd3-ef0f2c297f81,Engineering,talentre,Null,Not Posted,Not Posted
166,Software Engineer,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/software-engineer-at-falconx-3420951270,Engineering,talentre,Null,Not Posted,Not Posted
167,Executive Assistant,Full-time,"Cambridge, England, United Kingdom",https://boards.greenhouse.io/parity/jobs/5283594003,Others,talentre,Null,Not Posted,Not Posted
168,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
169,Computer Systems Engineer,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020868005,Engineering,talentre,Null,Not Posted,Not Posted
170,Research Engineer - Secure Operating Systems and Virtualization ,Full-time,"San Francisco, CA",https://boards.greenhouse.io/dfinity/jobs/6423749002,Engineering,talentre,Null,Not Posted,Not Posted
171,"Senior Security Engineer, Application Security",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501630002,Engineering,talentre,Null,Not Posted,Not Posted
172,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
173,"Senior Accounting Manager, Investments & Digital Assets",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500800002,Others,talentre,Null,Not Posted,Not Posted
174,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
175,Infrastructure Engineer,Full-time,Remote,https://boards.greenhouse.io/blockdaemon/jobs/4576306004,Engineering,talentre,Null,Not Posted,Not Posted
176,"Business Development Manager, Web3",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6498687002,Others,talentre,Null,Not Posted,Not Posted
177,"Senior Security Engineer, Application Security",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501630002,Engineering,talentre,Null,Not Posted,Not Posted
178,Internship - Development,Internship,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/2e33570a-f495-44ef-9d7d-a0c5a7fd8190,Others,talentre,Null,Not Posted,Not Posted
179,Lead Backend Engineer,Full-time,"Buenos Aires, Buenos Aires, Argentina",https://apply.workable.com/j/5CD19C1007,Engineering,talentre,Null,Not Posted,Not Posted
180,"Senior Data Analyst, Finance Reporting",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501575002,Others,talentre,Null,Not Posted,Not Posted
181,Senior UX/UI / Product Designer,Full-time,"Central, Hong Kong Island, Hong Kong",https://apply.workable.com/j/C7E692AAF7,Others,talentre,Null,Not Posted,Not Posted
182,Frontend Infrastructure Engineer,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020811005,Engineering,talentre,Null,Not Posted,Not Posted
183,Senior Software Engineer (Full stack Javascript/Typescript/Golang),Full-time,HQ,https://jobs.lever.co/TorusLabs/83d93e6e-3b93-40ae-b7c0-40d61d0d5d7e,Engineering,talentre,Null,Not Posted,Not Posted
184,Product Operations Intern,Internship,"Jersey City, NJ, US",https://www.linkedin.com/jobs/view/product-operations-intern-at-bitmart-3425566735,Others,talentre,Null,Not Posted,Not Posted
185,Trade Operations Manager,Full-time,"San Francisco Bay Area, US",https://www.linkedin.com/jobs/view/trade-operations-manager-at-falconx-3381364480,Others,talentre,Null,Not Posted,Not Posted
186,Developer Marketing,Full-time,HQ,https://jobs.lever.co/TorusLabs/e9d52f36-95c8-40f8-aa5b-fb4dc80ca979,"Engineering,Marketing",talentre,Null,Not Posted,Not Posted
187,"Senior Accounting Manager, Investments & Digital Assets",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500800002,Others,talentre,Null,Not Posted,Not Posted
188,Rust Developer,Full-time,,https://koii.network/jobs/?job=8,Engineering,talentre,Null,Not Posted,Not Posted
189,Senior Web Copywriter,Full-time,Remote (Central European Time (CET)),https://boards.greenhouse.io/parity/jobs/5405781003,Others,talentre,Null,Not Posted,Not Posted
190,Marketing Manager,Full-time,"London, GB · Neuchâtel, CH",https://nym.teamtailor.com/jobs/1875980-marketing-manager,Marketing,talentre,Null,Not Posted,Not Posted
191,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
192,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
193,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
194,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
195,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
196,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
197,Data Scientist,Full-time,"10-100 employees, Growth",https://defiyield.app/careers#/DataScientist,Others,talentre,Null,Not Posted,Not Posted
198,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
199,DevOps Engineer,Full-time,"Buenos Aires, Argentina",https://securitize.bamboohr.com/jobs/view/99,Engineering,talentre,Null,Not Posted,Not Posted
200,"End User Technical Support - Lisbon, Portugal",Full-time,"Lisbon, Lisboa, Portugal",https://boards.greenhouse.io/parity/jobs/5143607003,Others,talentre,Null,Not Posted,Not Posted
201,Senior Product Manager (Mobile Platform),Full-time,UNITED STATES - Remote,https://consensys.net/open-roles/gh_jid?gh_jid=3648641,Others,talentre,Null,Not Posted,Not Posted
202,Mobile Developer (iOS),Full-time,HQ,https://jobs.lever.co/TorusLabs/341a5557-0e9b-47f0-bba2-6e00deb76d5f,Engineering,talentre,Null,Not Posted,Not Posted
203,Head Legal (m/f/d),Full-time,"Zürich, Switzerland",https://join.com/jobs/6224818-head-legal-m-f-d,Others,talentre,Null,Not Posted,Not Posted
204,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
205,Product Marketing Manager,Full-time,"Remote, United States",https://boards.greenhouse.io/mythicalgames/jobs/5103542003,Marketing,talentre,Null,Not Posted,Not Posted
206,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
207,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
208,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
209,Technical Recruiter,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027894005,Others,talentre,Null,Not Posted,Not Posted
210,"Senior Accounting Manager, Investments & Digital Assets",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500800002,Others,talentre,Null,Not Posted,Not Posted
211,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
212,Finance Manager,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/finance-manager-at-falconx-3417462299,Others,talentre,Null,Not Posted,Not Posted
213,"Senior Accounting Manager, Investments & Digital Assets",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500800002,Others,talentre,Null,Not Posted,Not Posted
214,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
215,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
216,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
217,"Sr Software Engineer, Blockchain",Full-time,Hyderabad,https://jobs.lever.co/Kyro/4c4da204-9761-47ae-8bd2-44f0b734c7f4,Engineering,talentre,Null,Not Posted,Not Posted
218,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
219,Senior Blockchain Engineer - Bengaluru / Remote,Full-time,"Bengaluru, IN",https://careers.everledger.io/jobs/1754626-senior-blockchain-engineer-bengaluru-remote,Engineering,talentre,Null,Not Posted,Not Posted
220,Software Engineer,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/software-engineer-at-falconx-3420951270,Engineering,talentre,Null,Not Posted,Not Posted
221,"Onramp Relationship Specialist, APAC",Full-time,Taipei City - will also consider remote in Taiwan,https://boards.greenhouse.io/circle/jobs/6520308002,Others,talentre,Null,Not Posted,Not Posted
222,"Business Development Manager, Capital Markets",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511276002,Others,talentre,Null,Not Posted,Not Posted
223,Senior Backend Engineer (Remote),Full-time,"New York, NY (Remote)",https://jobs.lever.co/3box/3f026594-2fcb-40cc-9b96-ed97b803e2f7,Engineering,talentre,Null,Not Posted,Not Posted
224,Devops Engineer,Full-time,Hyderabad,https://jobs.lever.co/Kyro/ed1b7ad7-db15-47ba-99c4-809436eacb9d,Engineering,talentre,Null,Not Posted,Not Posted
225,Senior Developer Relations Engineer,Full-time,Worldwide,https://mina-foundation.breezy.hr/p/1924094c6e52-senior-developer-relations-engineer,Engineering,talentre,Null,Not Posted,Not Posted
226,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
227,Technical Content Creator (Part Time or Full Time),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027845005,Others,talentre,Null,Not Posted,Not Posted
228,"Senior Manager, Product Marketing, Enterprise and Partnerships",Full-time,Los Angeles - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502045002,Others,talentre,Null,Not Posted,Not Posted
229,Director of Global PR & Corporate Communication,Full-time,New York,https://jobs.lever.co/merklescience/fec206f8-1d14-4b43-bb28-e15cb0309fbf,Marketing,talentre,Null,Not Posted,Not Posted
230,"Software Engineer, Blockchain",Full-time,"San Mateo, CA, US",https://www.linkedin.com/jobs/view/software-engineer-blockchain-at-falconx-3389145749,Engineering,talentre,Null,Not Posted,Not Posted
231,Protocol Specialist ,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020800005,Others,talentre,Null,Not Posted,Not Posted
232,Senior Go Developer – Hong Kong team,Full-time,Hong Kong,https://coinflex.com/careers/senior-go-developer-hong-kong-team/,Engineering,talentre,Null,Not Posted,Not Posted
233,Software Engineer -PHP,Full-time,Hyderabad,https://jobs.lever.co/Kyro/abb3f1d4-2050-4ccf-b739-071135ed16de,Engineering,talentre,Null,Not Posted,Not Posted
234,Senior Engineering Manager,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020879005,Others,talentre,Null,Not Posted,Not Posted
235,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
236,Senior Mobile Software Engineer - React Native,Full-time,Remote,https://consensys.net/open-roles/gh_jid?gh_jid=3649036,Engineering,talentre,Null,Not Posted,Not Posted
237,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
238,Quant Developer (C++) - Quant Trading - United States,Full-time,"United States, US",https://www.linkedin.com/jobs/view/quant-developer-c%2B%2B-quant-trading-united-states-at-amber-group-3335359777,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
239,Accountant - Japan,Full-time,"Tokyo, JP",https://jp.linkedin.com/jobs/view/accountant-japan-at-amber-group-3321216531,Finance,talentre,Null,Not Posted,Not Posted
240,UX/UI Designer,Full-time,,https://koii.network/jobs/?job=4,Others,talentre,Null,Not Posted,Not Posted
241,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
242,Trading Systems Developer,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/trading-systems-developer-at-falconx-3420953145,Engineering,talentre,Null,Not Posted,Not Posted
243,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
244,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
245,Front End Web Developer - Marketing,Full-time,US / Remote,https://jobs.lever.co/certik/6fb02249-cad9-4f87-ac40-0d16e69e064e,Marketing,talentre,Null,Not Posted,Not Posted
246,Head of Trade Operations (US),Full-time,"San Mateo, CA, US",https://www.linkedin.com/jobs/view/head-of-trade-operations-us-at-falconx-3387668368,Others,talentre,Null,Not Posted,Not Posted
247,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
248,Events Marketing Manager,Full-time,United States,https://mina-foundation.breezy.hr/p/44c087d7b2c5-events-marketing-manager,Marketing,talentre,Null,Not Posted,Not Posted
249,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
250,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
251,Commercial Counsel ,Full-time,Remote - US,https://boards.greenhouse.io/messari/jobs/4083158005,Others,talentre,Null,Not Posted,Not Posted
252,Blockchain Researcher,Full-time,,https://deversifi.com/open_positions/blockchain_researcher/,Others,talentre,Null,Not Posted,Not Posted
253,Product Designer,Full-time,Bangalore,https://jobs.lever.co/merklescience/41a05f3d-c366-443a-bf30-b5ee784aead8,Others,talentre,Null,Not Posted,Not Posted
254,Credit & Structured Lending Expert ,Full-time,"Zürich, Switzerland",https://join.com/jobs/6479230-credit-and-structured-lending-expert,Others,talentre,Null,Not Posted,Not Posted
255,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
256,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
257,Site Reliability Engineer,Full-time,"San Mateo, CA, US",https://www.linkedin.com/jobs/view/site-reliability-engineer-at-falconx-3316515767,Engineering,talentre,Null,Not Posted,Not Posted
258,"Onramp Relationship Specialist, APAC",Full-time,Taipei City - will also consider remote in Taiwan,https://boards.greenhouse.io/circle/jobs/6520308002,Others,talentre,Null,Not Posted,Not Posted
259,Sr. Machine Learning Engineer,Full-time,Remote - US,https://boards.greenhouse.io/messari/jobs/4104145005,Engineering,talentre,Null,Not Posted,Not Posted
260,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
261,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
262,Senior Associate - Finance,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/senior-associate-finance-at-falconx-3416796691,Others,talentre,Null,Not Posted,Not Posted
263,Senior Front-End Engineer,Full-time,US / Remote,https://jobs.lever.co/certik/acf89602-a18f-42d3-aba8-429b6fbe6499,Engineering,talentre,Null,Not Posted,Not Posted
264,AppSec Engineer (Application Security),Full-time,Remote (Central European Time (CET)),https://boards.greenhouse.io/parity/jobs/5310714003,Engineering,talentre,Null,Not Posted,Not Posted
265,Customer Success Manager,Full-time,Bangalore,https://jobs.lever.co/merklescience/b73a9fcc-fee9-4b4c-bb89-86a379a205f7,Others,talentre,Null,Not Posted,Not Posted
266,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
267,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
268,Chief Information Security Officer (CISO),Full-time,"San Francisco, California, United States",https://apply.workable.com/j/AA81B6FF33,Others,talentre,Null,Not Posted,Not Posted
269,Full-Stack JavaScript Engineer (Senior & Intermediate),Full-time,"Toronto, Ontario, Canada",https://kubelt.notion.site/Kubelt-Full-Stack-JavaScript-Engineer-Senior-Intermediate-60df42f0a9864250b4857a1994b75812,Engineering,talentre,Null,Not Posted,Not Posted
270,Marketing Operations Manager,Full-time,Bangalore,https://jobs.lever.co/merklescience/ada4a3b7-ff62-4e78-8139-c8f408e963d8,Marketing,talentre,Null,Not Posted,Not Posted
271,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
272,"Senior Data Analyst, Finance Reporting",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501575002,Others,talentre,Null,Not Posted,Not Posted
273,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
274,Accounting Manager,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4127296005,Others,talentre,Null,Not Posted,Not Posted
275,QA Automation Engineer (Cebu/Manila),Full-time,"Manila, NCR, Philippines",https://www.careers-page.com/archax/job/L8XR9W5R,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
276,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
277,Quant Trader - Quant Trading - Singapore,Full-time,"Singapore, SG",https://sg.linkedin.com/jobs/view/quant-trader-quant-trading-singapore-at-amber-group-3319040485,Finance,talentre,Null,Not Posted,Not Posted
278,Senior Software Engineer (remote),Full-time,"Chicago, IL, US",https://www.linkedin.com/jobs/view/senior-software-engineer-remote-at-bloxroute-labs-3318540531,Engineering,talentre,Null,Not Posted,Not Posted
279,Backend Engineer (Billing),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4046392005,Engineering,talentre,Null,Not Posted,Not Posted
280,Sales Development Representative,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027903005,Others,talentre,Null,Not Posted,Not Posted
281,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
282,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
283,FalconX - Manager - Finance,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/falconx-manager-finance-at-falconx-3424691496,Others,talentre,Null,Not Posted,Not Posted
284,"Lead, DevSecOps",Full-time,"Singapore, Singapore, Singapore",https://apply.workable.com/j/62CBBD3FF6,Engineering,talentre,Null,Not Posted,Not Posted
285,"Senior Software Engineer, Europe",Full-time,London - will also consider remote in UK,https://boards.greenhouse.io/circle/jobs/6208606002,Engineering,talentre,Null,Not Posted,Not Posted
286,SDK Engineer (Android),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020872005,Engineering,talentre,Null,Not Posted,Not Posted
287,Digital Marketing Assistant (Intern),Internship,"New York, NY, US",https://www.linkedin.com/jobs/view/digital-marketing-assistant-intern-at-bitmart-3415606262,Marketing,talentre,Null,Not Posted,Not Posted
288,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
289,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
290,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
291,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
292,Java Developer,Full-time,"Hong Kong, HK",https://hk.linkedin.com/jobs/view/java-developer-at-amber-group-3366906701,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
293,"Software Engineer, Financial Integrations",Full-time,"Zurich, CH",https://boards.greenhouse.io/dfinity/jobs/6004998002,Engineering,talentre,Null,Not Posted,Not Posted
294,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
295,Lead Node JS Developer,Full-time,,https://deversifi.com/open_positions/lead_nodejs_developer/,Engineering,talentre,Null,Not Posted,Not Posted
296,Senior Data Engineer- Brisbane,Full-time,"Brisbane, AU",https://careers.everledger.io/jobs/1640400-senior-data-engineer-brisbane,Engineering,talentre,Null,Not Posted,Not Posted
297,Data Center Services Engineer,Full-time,"San Francisco, CA ",https://boards.greenhouse.io/dfinity/jobs/6474642002,Engineering,talentre,Null,Not Posted,Not Posted
298,Developer Relations,Full-time,HQ,https://jobs.lever.co/TorusLabs/21b7dae3-99d8-4caa-8ff2-6d6c5834a053,Others,talentre,Null,Not Posted,Not Posted
299,"Senior Manager, Product Marketing, Enterprise and Partnerships",Full-time,Los Angeles - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502045002,Others,talentre,Null,Not Posted,Not Posted
300,Security and Personal Data Protection Engineer,Full-time,İstanbul,https://boards.greenhouse.io/woonetwork/jobs/4928856003,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
301,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
302,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
303,Software Engineer- GPU Streaming ,Full-time,"Guildford, England, United Kingdom",https://boards.greenhouse.io/mythicalgames/jobs/5354811003,Engineering,talentre,Null,Not Posted,Not Posted
304,Sales Development Representative -APAC,Full-time,Singapore,https://jobs.lever.co/merklescience/0c02b918-0987-4f42-91c6-a7a992faa533,Others,talentre,Null,Not Posted,Not Posted
305,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
306,CSIRT Engineer,Full-time,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",https://apply.workable.com/j/91602D3095,Engineering,talentre,Null,Not Posted,Not Posted
307,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
308, Business Analyst,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5359593003,Others,talentre,Null,Not Posted,Not Posted
309,Data Infrastructure Engineer,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/data-infrastructure-engineer-at-falconx-3316514965,Engineering,talentre,Null,Not Posted,Not Posted
310,"Senior Software Engineer, Infrastructure ",Full-time,"San Francisco, CA / New York, NY / Remote",https://boards.greenhouse.io/coinlist/jobs/6214813002,Engineering,talentre,Null,Not Posted,Not Posted
311,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
312,"Senior Security Engineer, Application Security",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501630002,Engineering,talentre,Null,Not Posted,Not Posted
313,UX Writer,Full-time,,https://koii.network/jobs/?job=5,Others,talentre,Null,Not Posted,Not Posted
314,Partnerships Associate,Full-time,"San Mateo, CA, US",https://www.linkedin.com/jobs/view/partnerships-associate-at-falconx-3422415252,Others,talentre,Null,Not Posted,Not Posted
315,"Lead Program Manager, Product",Full-time,Chicago - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508067002,Others,talentre,Null,Not Posted,Not Posted
316,"Business Development Manager, Capital Markets",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511276002,Others,talentre,Null,Not Posted,Not Posted
317,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
318,UI/UX Designer,Full-time,Taipei,https://boards.greenhouse.io/woonetwork/jobs/4324051003,Finance,talentre,Null,Not Posted,Not Posted
319,"Principal Blockchain Security Engineer, Rust/Golang",Full-time,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/f86f3079-1960-494e-a1f6-72db3c84af36,Engineering,talentre,Null,Not Posted,Not Posted
320,"Customer Support Representative, APAC",Full-time,Singapore - Remote,https://boards.greenhouse.io/circle/jobs/5474680002,Others,talentre,Null,Not Posted,Not Posted
321,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
